song.id,acousticness,analysis_url,artist.id,artist.name,isBanger,banger_occurances,danceability,disc_number,duration_ms,energy,episode,explicit,external_ids.isrc,href,id,instrumentalness,is_local,key,linked_from,liveness,loudness,mode,name,popularity,preview_url,speechiness,tempo,time_signature,track,track_href,track_number,type,uri,valence
01gNiOqg8u7vT90uVgOVmz,0.154,https://api.spotify.com/v1/audio-analysis/01gNiOqg8u7vT90uVgOVmz,"0YinUQ50QDB7ZxSCLyQ40k, 0Y5tJX1MQlPlqiwlOH1tJY","Mustard, Travis Scott",True,20,0.438,1,299160,0.399,False,True,QMJMT1500808,https://api.spotify.com/v1/tracks/01gNiOqg8u7vT90uVgOVmz,01gNiOqg8u7vT90uVgOVmz,8.45e-06,False,4,,0.0646,-8.752,0,Whole Lotta Lovin',59,https://p.scdn.co/mp3-preview/2d116af63c04c6ca6169baeaa060dd3155e186cb?cid=b48aa986c53946d3b37781455e256dd4,0.0623,160.159,5,True,https://api.spotify.com/v1/tracks/01gNiOqg8u7vT90uVgOVmz,1,audio_features,spotify:track:01gNiOqg8u7vT90uVgOVmz,0.405
5WoaF1B5XIEnWfmb5NZikf,0.173,https://api.spotify.com/v1/audio-analysis/5WoaF1B5XIEnWfmb5NZikf,"360IAlyVv4PCEVjgyMZrxK, 0Y5tJX1MQlPlqiwlOH1tJY","Miguel, Travis Scott",True,83,0.674,1,259333,0.506,False,True,USRC11701703,https://api.spotify.com/v1/tracks/5WoaF1B5XIEnWfmb5NZikf,5WoaF1B5XIEnWfmb5NZikf,0,False,6,,0.0866,-10.532,1,Sky Walker (feat. Travis Scott),78,https://p.scdn.co/mp3-preview/346fef42d6f419f25ce78866478f3d06637b05b4?cid=b48aa986c53946d3b37781455e256dd4,0.0434,145.965,4,True,https://api.spotify.com/v1/tracks/5WoaF1B5XIEnWfmb5NZikf,3,audio_features,spotify:track:5WoaF1B5XIEnWfmb5NZikf,0.183
21tQ61tNj6qbXbDwmSIPt9,0.079,https://api.spotify.com/v1/audio-analysis/21tQ61tNj6qbXbDwmSIPt9,"13ubrt8QOOCPljQ2FL1Kca, 5gCRApTajqwbnHHPbr2Fpi","A$AP Rocky, Juicy J",True,37,0.904,1,223053,0.783,False,True,USRC11402415,https://api.spotify.com/v1/tracks/21tQ61tNj6qbXbDwmSIPt9,21tQ61tNj6qbXbDwmSIPt9,0,False,0,,0.149,-4.475,1,Multiply,60,https://p.scdn.co/mp3-preview/3968c3f0d71cc9ab7bfdca21484df29f32401aba?cid=b48aa986c53946d3b37781455e256dd4,0.145,114.952,4,True,https://api.spotify.com/v1/tracks/21tQ61tNj6qbXbDwmSIPt9,1,audio_features,spotify:track:21tQ61tNj6qbXbDwmSIPt9,0.176
6yraiBkF0Xud5RoSv3EdqL,0.034,https://api.spotify.com/v1/audio-analysis/6yraiBkF0Xud5RoSv3EdqL,6WkUZyqghQei2G809wMKuZ,Yung Bans,True,23,0.833,1,155533,0.513,False,True,USLD91702895,https://api.spotify.com/v1/tracks/6yraiBkF0Xud5RoSv3EdqL,6yraiBkF0Xud5RoSv3EdqL,1.56e-06,False,1,,0.111,-7.454,1,Dresser,59,https://p.scdn.co/mp3-preview/eeb9eff0efb49f7ff07f9e4b15cf00f688fa31b7?cid=b48aa986c53946d3b37781455e256dd4,0.225,75.023,4,True,https://api.spotify.com/v1/tracks/6yraiBkF0Xud5RoSv3EdqL,1,audio_features,spotify:track:6yraiBkF0Xud5RoSv3EdqL,0.262
694J4C7mBU2dWxQBphFslt,0.163,https://api.spotify.com/v1/audio-analysis/694J4C7mBU2dWxQBphFslt,3Ps6le7tj5BdNtdnfNgTU4,6 Dogs,True,16,0.713,1,187681,0.366,False,True,USUM71800186,https://api.spotify.com/v1/tracks/694J4C7mBU2dWxQBphFslt,694J4C7mBU2dWxQBphFslt,0.00022,False,11,,0.107,-13.424,1,Buttcheeks,65,https://p.scdn.co/mp3-preview/667ee0aa7f84cceaf00b75168055916c96d10ca8?cid=b48aa986c53946d3b37781455e256dd4,0.251,145.963,4,True,https://api.spotify.com/v1/tracks/694J4C7mBU2dWxQBphFslt,1,audio_features,spotify:track:694J4C7mBU2dWxQBphFslt,0.415
4cXe7l3Y5Wv2ZMGDOsxfyX,0.0261,https://api.spotify.com/v1/audio-analysis/4cXe7l3Y5Wv2ZMGDOsxfyX,2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,True,34,0.886,1,168640,0.516,False,True,USUM71704444,https://api.spotify.com/v1/tracks/4cXe7l3Y5Wv2ZMGDOsxfyX,4cXe7l3Y5Wv2ZMGDOsxfyX,0,False,1,,0.375,-8.377,1,BabyWipe,2,,0.263,148.055,4,True,https://api.spotify.com/v1/tracks/4cXe7l3Y5Wv2ZMGDOsxfyX,4,audio_features,spotify:track:4cXe7l3Y5Wv2ZMGDOsxfyX,0.583
0BEaYkPp5PnclzQxbNgwmM,0.314,https://api.spotify.com/v1/audio-analysis/0BEaYkPp5PnclzQxbNgwmM,15iVAtD3s3FsQR4w1v6M0P,Chief Keef,True,14,0.713,1,195429,0.611,False,True,USA2P1502841,https://api.spotify.com/v1/tracks/0BEaYkPp5PnclzQxbNgwmM,0BEaYkPp5PnclzQxbNgwmM,0,False,1,,0.117,-6.702,0,Bouncin,53,https://p.scdn.co/mp3-preview/5004dad1bb3c106009c6ed7a7f4cf545bd5817a3?cid=b48aa986c53946d3b37781455e256dd4,0.241,140.061,4,True,https://api.spotify.com/v1/tracks/0BEaYkPp5PnclzQxbNgwmM,3,audio_features,spotify:track:0BEaYkPp5PnclzQxbNgwmM,0.793
1pWeQDyW5ieMmfjr8HP5TU,0.0326,https://api.spotify.com/v1/audio-analysis/1pWeQDyW5ieMmfjr8HP5TU,0A0FS04o6zMoto8OKPsDwY,YG,True,27,0.799,1,185200,0.325,False,True,USUM71801760,https://api.spotify.com/v1/tracks/1pWeQDyW5ieMmfjr8HP5TU,1pWeQDyW5ieMmfjr8HP5TU,3.53e-05,False,2,,0.114,-9.91,1,Suu Whoop,4,,0.506,157.966,4,True,https://api.spotify.com/v1/tracks/1pWeQDyW5ieMmfjr8HP5TU,1,audio_features,spotify:track:1pWeQDyW5ieMmfjr8HP5TU,0.233
1ysAvOdJgUjc6CqOQxepaz,0.305,https://api.spotify.com/v1/audio-analysis/1ysAvOdJgUjc6CqOQxepaz,"246dkjvS1zLTtiykXe5h60, 17lzZA2AlOHwCwFALHttmp","Post Malone, 2 Chainz",True,59,0.734,1,224960,0.429,False,True,USUM71614473,https://api.spotify.com/v1/tracks/1ysAvOdJgUjc6CqOQxepaz,1ysAvOdJgUjc6CqOQxepaz,0,False,7,,0.0659,-6.511,1,Money Made Me Do It,74,https://p.scdn.co/mp3-preview/a3bd66256a680732636cdfcf967abd0058edc4ca?cid=b48aa986c53946d3b37781455e256dd4,0.16,83.022,4,True,https://api.spotify.com/v1/tracks/1ysAvOdJgUjc6CqOQxepaz,17,audio_features,spotify:track:1ysAvOdJgUjc6CqOQxepaz,0.372
4oLkUALfCsPQ0T3BEOvSvn,0.283,https://api.spotify.com/v1/audio-analysis/4oLkUALfCsPQ0T3BEOvSvn,2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,True,17,0.771,1,180027,0.303,False,True,USUM71802366,https://api.spotify.com/v1/tracks/4oLkUALfCsPQ0T3BEOvSvn,4oLkUALfCsPQ0T3BEOvSvn,0.0026,False,8,,0.415,-15.938,1,DoIHaveTheSause?,51,https://p.scdn.co/mp3-preview/391032ef2b0901e7ca833e8539a91d4e1126fc67?cid=b48aa986c53946d3b37781455e256dd4,0.154,149.957,4,True,https://api.spotify.com/v1/tracks/4oLkUALfCsPQ0T3BEOvSvn,1,audio_features,spotify:track:4oLkUALfCsPQ0T3BEOvSvn,0.339
7G35f88uUgdJcvJQBwUxca,0.144,https://api.spotify.com/v1/audio-analysis/7G35f88uUgdJcvJQBwUxca,"47MGg5VHBSS5yHRuMGt6b0, 1URnnhqYAYcrqrcwql10ft","Montell2099, 21 Savage",True,11,0.959,1,217568,0.686,False,True,NLRD51509370,https://api.spotify.com/v1/tracks/7G35f88uUgdJcvJQBwUxca,7G35f88uUgdJcvJQBwUxca,2.87e-06,False,8,,0.078,-5.94,0,Hunnid On The Drop,46,https://p.scdn.co/mp3-preview/f43a5217bcfff7f646f57a4e20c5c279aecdb743?cid=b48aa986c53946d3b37781455e256dd4,0.257,127.973,4,True,https://api.spotify.com/v1/tracks/7G35f88uUgdJcvJQBwUxca,1,audio_features,spotify:track:7G35f88uUgdJcvJQBwUxca,0.811
7Gs3otHnZDq514kFHf0nx7,0.665,https://api.spotify.com/v1/audio-analysis/7Gs3otHnZDq514kFHf0nx7,20sxb77xiYeusSH8cVdatc,Meek Mill,True,34,0.515,1,227809,0.431,False,True,USAT21603042,https://api.spotify.com/v1/tracks/7Gs3otHnZDq514kFHf0nx7,7Gs3otHnZDq514kFHf0nx7,0,False,4,,0.147,-8.251,1,Blue Notes,66,https://p.scdn.co/mp3-preview/ec3d69bfab2d2b09cb8258cbe563d58f1711f756?cid=b48aa986c53946d3b37781455e256dd4,0.257,141.392,4,True,https://api.spotify.com/v1/tracks/7Gs3otHnZDq514kFHf0nx7,8,audio_features,spotify:track:7Gs3otHnZDq514kFHf0nx7,0.184
263le58t0LrdRlCZDcGQXd,0.0119,https://api.spotify.com/v1/audio-analysis/263le58t0LrdRlCZDcGQXd,"7EEiVZvj6RCEtVX2F2pyxu, 7iZtZyCzp3LItcw1wtPI3D","Slim Jxmmi, Rae Sremmurd",True,17,0.854,1,149774,0.475,False,True,USUM71802279,https://api.spotify.com/v1/tracks/263le58t0LrdRlCZDcGQXd,263le58t0LrdRlCZDcGQXd,0,False,2,,0.309,-9.986,1,Brxnks Truck (feat. Rae Sremmurd),1,,0.269,132.956,4,True,https://api.spotify.com/v1/tracks/263le58t0LrdRlCZDcGQXd,1,audio_features,spotify:track:263le58t0LrdRlCZDcGQXd,0.42
4EDmwV0cTLJ31s9sLQ1x2p,0.00307,https://api.spotify.com/v1/audio-analysis/4EDmwV0cTLJ31s9sLQ1x2p,"6Av6GMCOznZIlHuNcBWgf4, 1pPmIToKXyGdsCF6LmqLmI","Jay Critch, Rich The Kid",True,48,0.72,1,208598,0.234,False,True,QMGR31732745,https://api.spotify.com/v1/tracks/4EDmwV0cTLJ31s9sLQ1x2p,4EDmwV0cTLJ31s9sLQ1x2p,0,False,4,,0.0654,-19.788,0,Fashion (feat. Rich The Kid),64,https://p.scdn.co/mp3-preview/dc28bb7b77ed062988e27760359748f5076a6b29?cid=b48aa986c53946d3b37781455e256dd4,0.064,142.977,4,True,https://api.spotify.com/v1/tracks/4EDmwV0cTLJ31s9sLQ1x2p,1,audio_features,spotify:track:4EDmwV0cTLJ31s9sLQ1x2p,0.153
